Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,George Pickens (41371627),George Pickens,41371627,WR/FLEX,7200,DAL@NYG 01/04/2026 01:00PM ET,DAL,19.06
RB,Saquon Barkley (41371267),Saquon Barkley,41371267,RB/FLEX,7200,WAS@PHI 01/04/2026 04:25PM ET,PHI,15.14
RB,Travis Etienne Jr. (41371269),Travis Etienne Jr.,41371269,RB/FLEX,7100,TEN@JAX 01/04/2026 01:00PM ET,JAX,15.94
QB,Drake Maye (41371145),Drake Maye,41371145,QB,7100,MIA@NE 01/04/2026 04:25PM ET,NE,21.89
QB,Josh Allen (41371146),Josh Allen,41371146,QB,7000,NYJ@BUF 01/04/2026 04:25PM ET,BUF,24.16
WR,Nico Collins (41371629),Nico Collins,41371629,WR/FLEX,7000,IND@HOU 01/04/2026 01:00PM ET,HOU,15.75
WR,Drake London (41371631),Drake London,41371631,WR/FLEX,6900,NO@ATL 01/04/2026 01:00PM ET,ATL,18.19
QB,Matthew Stafford (41371147),Matthew Stafford,41371147,QB,6900,ARI@LAR 01/04/2026 04:25PM ET,LAR,21.67
RB,RJ Harvey (41371271),RJ Harvey,41371271,RB/FLEX,6800,LAC@DEN 01/04/2026 04:25PM ET,DEN,12.71
QB,Dak Prescott (41371148),Dak Prescott,41371148,QB,6800,DAL@NYG 01/04/2026 01:00PM ET,DAL,21.38
WR,A.J. Brown (41371633),A.J. Brown,41371633,WR/FLEX,6800,WAS@PHI 01/04/2026 04:25PM ET,PHI,15.69
WR,Jameson Williams (41371635),Jameson Williams,41371635,WR/FLEX,6700,DET@CHI 01/04/2026 04:25PM ET,DET,13.66
QB,Joe Burrow (41371149),Joe Burrow,41371149,QB,6700,CLE@CIN 01/04/2026 01:00PM ET,CIN,17.62
RB,Kyren Williams (41371273),Kyren Williams,41371273,RB/FLEX,6700,ARI@LAR 01/04/2026 04:25PM ET,LAR,16.08
RB,Omarion Hampton (41371275),Omarion Hampton,41371275,RB/FLEX,6600,LAC@DEN 01/04/2026 04:25PM ET,LAC,15.41
WR,Michael Wilson (41371637),Michael Wilson,41371637,WR/FLEX,6600,ARI@LAR 01/04/2026 04:25PM ET,ARI,13.04
QB,Lamar Jackson (41371150),Lamar Jackson,41371150,QB,6600,BAL@PIT 01/04/2026 08:20PM ET,BAL,16.95
WR,Davante Adams (41371639),Davante Adams,41371639,WR/FLEX,6500,ARI@LAR 01/04/2026 04:25PM ET,LAR,16.14
RB,Josh Jacobs (41371277),Josh Jacobs,41371277,RB/FLEX,6500,GB@MIN 01/04/2026 01:00PM ET,GB,15.94
QB,Jalen Hurts (41371151),Jalen Hurts,41371151,QB,6500,WAS@PHI 01/04/2026 04:25PM ET,PHI,19.50
QB,Trevor Lawrence (41371152),Trevor Lawrence,41371152,QB,6400,TEN@JAX 01/04/2026 01:00PM ET,JAX,20.80
RB,Ashton Jeanty (41371279),Ashton Jeanty,41371279,RB/FLEX,6400,KC@LV 01/04/2026 04:25PM ET,LV,14.98
WR,Stefon Diggs (41371641),Stefon Diggs,41371641,WR/FLEX,6300,MIA@NE 01/04/2026 04:25PM ET,NE,13.62
RB,Javonte Williams (41371283),Javonte Williams,41371283,RB/FLEX,6300,DAL@NYG 01/04/2026 01:00PM ET,DAL,15.68
RB,Jaylen Warren (41371281),Jaylen Warren,41371281,RB/FLEX,6300,BAL@PIT 01/04/2026 08:20PM ET,PIT,13.88
QB,Brock Purdy (41371153),Brock Purdy,41371153,QB,6300,SEA@SF 01/03/2026 08:00PM ET,SF,23.65
RB,Breece Hall (41371285),Breece Hall,41371285,RB/FLEX,6200,NYJ@BUF 01/04/2026 04:25PM ET,NYJ,13.85
QB,Bo Nix (41371154),Bo Nix,41371154,QB,6200,LAC@DEN 01/04/2026 04:25PM ET,DEN,19.96
WR,Zay Flowers (41371643),Zay Flowers,41371643,WR/FLEX,6200,BAL@PIT 01/04/2026 08:20PM ET,BAL,13.91
QB,Jared Goff (41371155),Jared Goff,41371155,QB,6100,DET@CHI 01/04/2026 04:25PM ET,DET,19.30
RB,TreVeyon Henderson (41371287),TreVeyon Henderson,41371287,RB/FLEX,6100,MIA@NE 01/04/2026 04:25PM ET,NE,12.24
WR,Wan'Dale Robinson (41371645),Wan'Dale Robinson,41371645,WR/FLEX,6100,DAL@NYG 01/04/2026 01:00PM ET,NYG,14.18
WR,Tee Higgins (41371647),Tee Higgins,41371647,WR/FLEX,6000,CLE@CIN 01/04/2026 01:00PM ET,CIN,13.99
QB,Justin Herbert (41371156),Justin Herbert,41371156,QB,6000,LAC@DEN 01/04/2026 04:25PM ET,LAC,19.62
RB,Aaron Jones Sr. (41371289),Aaron Jones Sr.,41371289,RB/FLEX,6000,GB@MIN 01/04/2026 01:00PM ET,MIN,9.98
TE,George Kittle (41372195),George Kittle,41372195,TE/FLEX,6000,SEA@SF 01/03/2026 08:00PM ET,SF,15.66
QB,Caleb Williams (41371157),Caleb Williams,41371157,QB,5900,DET@CHI 01/04/2026 04:25PM ET,CHI,19.51
RB,D'Andre Swift (41371291),D'Andre Swift,41371291,RB/FLEX,5900,DET@CHI 01/04/2026 04:25PM ET,CHI,15.59
WR,Ladd McConkey (41371649),Ladd McConkey,41371649,WR/FLEX,5900,LAC@DEN 01/04/2026 04:25PM ET,LAC,11.68
WR,Courtland Sutton (41371651),Courtland Sutton,41371651,WR/FLEX,5900,LAC@DEN 01/04/2026 04:25PM ET,DEN,14.01
RB,Woody Marks (41371295),Woody Marks,41371295,RB/FLEX,5800,IND@HOU 01/04/2026 01:00PM ET,HOU,9.62
WR,Justin Jefferson (41371655),Justin Jefferson,41371655,WR/FLEX,5800,GB@MIN 01/04/2026 01:00PM ET,MIN,11.82
WR,DeVonta Smith (41371653),DeVonta Smith,41371653,WR/FLEX,5800,WAS@PHI 01/04/2026 04:25PM ET,PHI,12.48
RB,Kenneth Gainwell (41371293),Kenneth Gainwell,41371293,RB/FLEX,5800,BAL@PIT 01/04/2026 08:20PM ET,PIT,12.56
QB,Sam Darnold (41371158),Sam Darnold,41371158,QB,5800,SEA@SF 01/03/2026 08:00PM ET,SEA,15.79
RB,Blake Corum (41371297),Blake Corum,41371297,RB/FLEX,5700,ARI@LAR 01/04/2026 04:25PM ET,LAR,7.33
WR,Jaylen Waddle (41371659),Jaylen Waddle,41371659,WR/FLEX,5700,MIA@NE 01/04/2026 04:25PM ET,MIA,12.32
QB,Jaxson Dart (41371159),Jaxson Dart,41371159,QB,5700,DAL@NYG 01/04/2026 01:00PM ET,NYG,17.55
WR,Terry McLaurin (41371657),Terry McLaurin,41371657,WR/FLEX,5700,WAS@PHI 01/04/2026 04:25PM ET,WAS,11.61
RB,Kenneth Walker III (41371299),Kenneth Walker III,41371299,RB/FLEX,5700,SEA@SF 01/03/2026 08:00PM ET,SEA,11.29
WR,Rome Odunze (41371663),Rome Odunze,41371663,WR/FLEX,5600,DET@CHI 01/04/2026 04:25PM ET,CHI,12.68
WR,Jakobi Meyers (41371661),Jakobi Meyers,41371661,WR/FLEX,5600,TEN@JAX 01/04/2026 01:00PM ET,JAX,11.16
QB,Jacoby Brissett (41371160),Jacoby Brissett,41371160,QB,5600,ARI@LAR 01/04/2026 04:25PM ET,ARI,17.99
RB,Rhamondre Stevenson (41371303),Rhamondre Stevenson,41371303,RB/FLEX,5600,MIA@NE 01/04/2026 04:25PM ET,NE,11.27
RB,Zach Charbonnet (41371301),Zach Charbonnet,41371301,RB/FLEX,5600,SEA@SF 01/03/2026 08:00PM ET,SEA,11.05
WR,Jauan Jennings (41371665),Jauan Jennings,41371665,WR/FLEX,5600,SEA@SF 01/03/2026 08:00PM ET,SF,11.91
RB,Alvin Kamara (41371309),Alvin Kamara,41371309,RB/FLEX,5500,NO@ATL 01/04/2026 01:00PM ET,NO,9.34
TE,Kyle Pitts Sr. (41372197),Kyle Pitts Sr.,41372197,TE/FLEX,5500,NO@ATL 01/04/2026 01:00PM ET,ATL,12.62
WR,DJ Moore (41371667),DJ Moore,41371667,WR/FLEX,5500,DET@CHI 01/04/2026 04:25PM ET,CHI,10.57
QB,Jordan Love (41371161),Jordan Love,41371161,QB,5500,GB@MIN 01/04/2026 01:00PM ET,GB,16.61
RB,Emanuel Wilson (41371307),Emanuel Wilson,41371307,RB/FLEX,5500,GB@MIN 01/04/2026 01:00PM ET,GB,5.73
RB,Tyrone Tracy Jr. (41371305),Tyrone Tracy Jr.,41371305,RB/FLEX,5500,DAL@NYG 01/04/2026 01:00PM ET,NYG,9.49
RB,Kyle Monangai (41371315),Kyle Monangai,41371315,RB/FLEX,5400,DET@CHI 01/04/2026 04:25PM ET,CHI,9.18
WR,Quentin Johnston (41371671),Quentin Johnston,41371671,WR/FLEX,5400,LAC@DEN 01/04/2026 04:25PM ET,LAC,12.51
QB,C.J. Stroud (41371162),C.J. Stroud,41371162,QB,5400,IND@HOU 01/04/2026 01:00PM ET,HOU,15.56
RB,Tony Pollard (41371313),Tony Pollard,41371313,RB/FLEX,5400,TEN@JAX 01/04/2026 01:00PM ET,TEN,11.77
RB,Tank Bigsby (41371311),Tank Bigsby,41371311,RB/FLEX,5400,WAS@PHI 01/04/2026 04:25PM ET,PHI,2.45
WR,DK Metcalf (41371669),DK Metcalf,41371669,WR/FLEX,5400,BAL@PIT 01/04/2026 08:20PM ET,PIT,12.88
QB,Tyler Shough (41371163),Tyler Shough,41371163,QB,5300,NO@ATL 01/04/2026 01:00PM ET,NO,14.92
WR,Luther Burden III (41371675),Luther Burden III,41371675,WR/FLEX,5300,DET@CHI 01/04/2026 04:25PM ET,CHI,9.03
WR,Brian Thomas Jr. (41371673),Brian Thomas Jr.,41371673,WR/FLEX,5300,TEN@JAX 01/04/2026 01:00PM ET,JAX,10.07
RB,Malik Davis (41371321),Malik Davis,41371321,RB/FLEX,5300,DAL@NYG 01/04/2026 01:00PM ET,DAL,4.36
RB,Chris Rodriguez Jr. (41371317),Chris Rodriguez Jr.,41371317,RB/FLEX,5300,WAS@PHI 01/04/2026 04:25PM ET,WAS,6.39
RB,Jacory Croskey-Merritt (41371319),Jacory Croskey-Merritt,41371319,RB/FLEX,5300,WAS@PHI 01/04/2026 04:25PM ET,WAS,9.09
RB,Dylan Sampson (41371327),Dylan Sampson,41371327,RB/FLEX,5200,CLE@CIN 01/04/2026 01:00PM ET,CLE,5.87
RB,Isiah Pacheco (41371325),Isiah Pacheco,41371325,RB/FLEX,5200,KC@LV 01/04/2026 04:25PM ET,KC,6.72
QB,J.J. McCarthy (41371164),J.J. McCarthy,41371164,QB,5200,GB@MIN 01/04/2026 01:00PM ET,MIN,14.6
RB,Jordan Mason (41371323),Jordan Mason,41371323,RB/FLEX,5200,GB@MIN 01/04/2026 01:00PM ET,MIN,8.23
WR,Christian Watson (41371677),Christian Watson,41371677,WR/FLEX,5200,GB@MIN 01/04/2026 01:00PM ET,GB,13.54
QB,Kirk Cousins (41371165),Kirk Cousins,41371165,QB,5100,NO@ATL 01/04/2026 01:00PM ET,ATL,11.37
RB,Kimani Vidal (41371333),Kimani Vidal,41371333,RB/FLEX,5100,LAC@DEN 01/04/2026 04:25PM ET,LAC,10.41
RB,Bhayshul Tuten (41371331),Bhayshul Tuten,41371331,RB/FLEX,5100,TEN@JAX 01/04/2026 01:00PM ET,JAX,5.81
WR,Parker Washington (41371681),Parker Washington,41371681,WR/FLEX,5100,TEN@JAX 01/04/2026 01:00PM ET,JAX,11.4
RB,Michael Carter (41371329),Michael Carter,41371329,RB/FLEX,5100,ARI@LAR 01/04/2026 04:25PM ET,ARI,7.68
WR,Marvin Harrison Jr. (41371679),Marvin Harrison Jr.,41371679,WR/FLEX,5100,ARI@LAR 01/04/2026 04:25PM ET,ARI,10.65
QB,Aaron Rodgers (41371166),Aaron Rodgers,41371166,QB,5100,BAL@PIT 01/04/2026 08:20PM ET,PIT,14.49
WR,Ricky Pearsall (41371683),Ricky Pearsall,41371683,WR/FLEX,5100,SEA@SF 01/03/2026 08:00PM ET,SF,10.51
RB,Audric Estime (41371339),Audric Estime,41371339,RB/FLEX,5000,NO@ATL 01/04/2026 01:00PM ET,NO,5.42
QB,Mitchell Trubisky (41371168),Mitchell Trubisky,41371168,QB,5000,NYJ@BUF 01/04/2026 04:25PM ET,BUF,0.75
WR,Khalil Shakir (41371687),Khalil Shakir,41371687,WR/FLEX,5000,NYJ@BUF 01/04/2026 04:25PM ET,BUF,10.65
RB,David Montgomery (41371337),David Montgomery,41371337,RB/FLEX,5000,DET@CHI 01/04/2026 04:25PM ET,DET,10.28
TE,Harold Fannin Jr. (41372199),Harold Fannin Jr.,41372199,TE/FLEX,5000,CLE@CIN 01/04/2026 01:00PM ET,CLE,11.9
QB,Malik Willis (41371167),Malik Willis,41371167,QB,5000,GB@MIN 01/04/2026 01:00PM ET,GB,13.04
RB,Devin Singletary (41371335),Devin Singletary,41371335,RB/FLEX,5000,DAL@NYG 01/04/2026 01:00PM ET,NYG,6.14
WR,Deebo Samuel Sr. (41371685),Deebo Samuel Sr.,41371685,WR/FLEX,5000,WAS@PHI 01/04/2026 04:25PM ET,WAS,12.27
RB,Brian Robinson Jr. (41371341),Brian Robinson Jr.,41371341,RB/FLEX,5000,SEA@SF 01/03/2026 08:00PM ET,SF,3.85
RB,Ty Johnson (41371345),Ty Johnson,41371345,RB/FLEX,4900,NYJ@BUF 01/04/2026 04:25PM ET,BUF,5.04
RB,Ray Davis (41371347),Ray Davis,41371347,RB/FLEX,4900,NYJ@BUF 01/04/2026 04:25PM ET,BUF,2.42
QB,Shedeur Sanders (41371170),Shedeur Sanders,41371170,QB,4900,CLE@CIN 01/04/2026 01:00PM ET,CLE,13.27
WR,Troy Franklin (41371689),Troy Franklin,41371689,WR/FLEX,4900,LAC@DEN 01/04/2026 04:25PM ET,DEN,11.13
RB,Tyjae Spears (41371343),Tyjae Spears,41371343,RB/FLEX,4900,TEN@JAX 01/04/2026 01:00PM ET,TEN,8.5
QB,Jimmy Garoppolo (41371169),Jimmy Garoppolo,41371169,QB,4900,ARI@LAR 01/04/2026 04:25PM ET,LAR,-0.35
RB,Ameer Abdullah (41371349),Ameer Abdullah,41371349,RB/FLEX,4800,IND@HOU 01/04/2026 01:00PM ET,IND,2.7
RB,Nick Chubb (41371351),Nick Chubb,41371351,RB/FLEX,4800,IND@HOU 01/04/2026 01:00PM ET,HOU,5.89
RB,Joe Mixon (41371353),Joe Mixon,41371353,RB/FLEX,4800,IND@HOU 01/04/2026 01:00PM ET,HOU,0
QB,Cam Ward (41371171),Cam Ward,41371171,QB,4800,TEN@JAX 01/04/2026 01:00PM ET,TEN,11.97
WR,Jordan Addison (41371693),Jordan Addison,41371693,WR/FLEX,4800,GB@MIN 01/04/2026 01:00PM ET,MIN,10.72
WR,Kayshon Boutte (41371691),Kayshon Boutte,41371691,WR/FLEX,4800,MIA@NE 01/04/2026 04:25PM ET,NE,9.44
RB,Tyler Allgeier (41371361),Tyler Allgeier,41371361,RB/FLEX,4700,NO@ATL 01/04/2026 01:00PM ET,ATL,7.51
RB,Isaiah Davis (41371359),Isaiah Davis,41371359,RB/FLEX,4700,NYJ@BUF 01/04/2026 04:25PM ET,NYJ,4.45
RB,Raheim Sanders (41371357),Raheim Sanders,41371357,RB/FLEX,4700,CLE@CIN 01/04/2026 01:00PM ET,CLE,4
QB,Philip Rivers (41371172),Philip Rivers,41371172,QB,4700,IND@HOU 01/04/2026 01:00PM ET,IND,11.55
QB,Riley Leonard (41371173),Riley Leonard,41371173,QB,4700,IND@HOU 01/04/2026 01:00PM ET,IND,2.6
QB,Anthony Richardson Sr. (41371174),Anthony Richardson Sr.,41371174,QB,4700,IND@HOU 01/04/2026 01:00PM ET,IND,1.08
WR,Michael Pittman Jr. (41371697),Michael Pittman Jr.,41371697,WR/FLEX,4700,IND@HOU 01/04/2026 01:00PM ET,IND,12.64
RB,Kareem Hunt (41371355),Kareem Hunt,41371355,RB/FLEX,4700,KC@LV 01/04/2026 04:25PM ET,KC,8.93
TE,Travis Kelce (41372201),Travis Kelce,41372201,TE/FLEX,4700,KC@LV 01/04/2026 04:25PM ET,KC,11.81
WR,Romeo Doubs (41371695),Romeo Doubs,41371695,WR/FLEX,4700,GB@MIN 01/04/2026 01:00PM ET,GB,10.34
RB,Keaton Mitchell (41371363),Keaton Mitchell,41371363,RB/FLEX,4700,BAL@PIT 01/04/2026 08:20PM ET,BAL,4.6
RB,Hassan Haskins (41371371),Hassan Haskins,41371371,RB/FLEX,4600,LAC@DEN 01/04/2026 04:25PM ET,LAC,0.88
WR,Keenan Allen (41371701),Keenan Allen,41371701,WR/FLEX,4600,LAC@DEN 01/04/2026 04:25PM ET,LAC,10.94
RB,LeQuint Allen Jr. (41371369),LeQuint Allen Jr.,41371369,RB/FLEX,4600,TEN@JAX 01/04/2026 01:00PM ET,JAX,1.55
RB,Emari Demercado (41371367),Emari Demercado,41371367,RB/FLEX,4600,ARI@LAR 01/04/2026 04:25PM ET,ARI,4.38
WR,Xavier Worthy (41371699),Xavier Worthy,41371699,WR/FLEX,4600,KC@LV 01/04/2026 04:25PM ET,KC,7.85
QB,Quinn Ewers (41371176),Quinn Ewers,41371176,QB,4600,MIA@NE 01/04/2026 04:25PM ET,MIA,8.93
RB,D'Ernest Johnson (41371365),D'Ernest Johnson,41371365,RB/FLEX,4600,MIA@NE 01/04/2026 04:25PM ET,NE,0.17
QB,Tyler Huntley (41371175),Tyler Huntley,41371175,QB,4600,BAL@PIT 01/04/2026 08:20PM ET,BAL,8.03
RB,Evan Hull (41371381),Evan Hull,41371381,RB/FLEX,4500,NO@ATL 01/04/2026 01:00PM ET,NO,1.06
RB,Samaje Perine (41371379),Samaje Perine,41371379,RB/FLEX,4500,CLE@CIN 01/04/2026 01:00PM ET,CIN,5.12
QB,Trey Lance (41371179),Trey Lance,41371179,QB,4500,LAC@DEN 01/04/2026 04:25PM ET,LAC,1.73
RB,Tyler Goodson (41371377),Tyler Goodson,41371377,RB/FLEX,4500,IND@HOU 01/04/2026 01:00PM ET,IND,0.49
WR,Alec Pierce (41371703),Alec Pierce,41371703,WR/FLEX,4500,IND@HOU 01/04/2026 01:00PM ET,IND,11.22
WR,Jayden Higgins (41371705),Jayden Higgins,41371705,WR/FLEX,4500,IND@HOU 01/04/2026 01:00PM ET,HOU,7.45
QB,Chris Oladokun (41371178),Chris Oladokun,41371178,QB,4500,KC@LV 01/04/2026 04:25PM ET,KC,6.44
RB,Ty Chandler (41371373),Ty Chandler,41371373,RB/FLEX,4500,GB@MIN 01/04/2026 01:00PM ET,MIN,1.2
RB,Chris Brooks (41371375),Chris Brooks,41371375,RB/FLEX,4500,GB@MIN 01/04/2026 01:00PM ET,GB,1.66
TE,Hunter Henry (41372203),Hunter Henry,41372203,TE/FLEX,4500,MIA@NE 01/04/2026 04:25PM ET,NE,10.7
QB,Tanner McKee (41371177),Tanner McKee,41371177,QB,4500,WAS@PHI 01/04/2026 04:25PM ET,PHI,0.61
QB,Tyson Bagent (41371182),Tyson Bagent,41371182,QB,4400,DET@CHI 01/04/2026 04:25PM ET,CHI,0.86
TE,Tyler Warren (41372205),Tyler Warren,41372205,TE/FLEX,4400,IND@HOU 01/04/2026 01:00PM ET,IND,11.31
WR,Chimere Dike (41371707),Chimere Dike,41371707,WR/FLEX,4400,TEN@JAX 01/04/2026 01:00PM ET,TEN,7.59
RB,Raheem Mostert (41371385),Raheem Mostert,41371385,RB/FLEX,4400,KC@LV 01/04/2026 04:25PM ET,LV,2.45
QB,Marcus Mariota (41371180),Marcus Mariota,41371180,QB,4400,WAS@PHI 01/04/2026 04:25PM ET,WAS,12.32
QB,Josh Johnson (41371181),Josh Johnson,41371181,QB,4400,WAS@PHI 01/04/2026 04:25PM ET,WAS,2.41
RB,Will Shipley (41371383),Will Shipley,41371383,RB/FLEX,4400,WAS@PHI 01/04/2026 04:25PM ET,PHI,1.09
WR,Rashid Shaheed (41371709),Rashid Shaheed,41371709,WR/FLEX,4400,SEA@SF 01/03/2026 08:00PM ET,SEA,9.38
QB,Brady Cook (41371183),Brady Cook,41371183,QB,4300,NYJ@BUF 01/04/2026 04:25PM ET,NYJ,6.84
QB,Tyrod Taylor (41371184),Tyrod Taylor,41371184,QB,4300,NYJ@BUF 01/04/2026 04:25PM ET,NYJ,10.91
RB,Jaleel McLaughlin (41371393),Jaleel McLaughlin,41371393,RB/FLEX,4300,LAC@DEN 01/04/2026 04:25PM ET,DEN,3.51
RB,Jawhar Jordan (41371391),Jawhar Jordan,41371391,RB/FLEX,4300,IND@HOU 01/04/2026 01:00PM ET,HOU,10.8
WR,Jayden Reed (41371713),Jayden Reed,41371713,WR/FLEX,4300,GB@MIN 01/04/2026 01:00PM ET,GB,8.08
WR,Kyle Williams (41371711),Kyle Williams,41371711,WR/FLEX,4300,MIA@NE 01/04/2026 04:25PM ET,NE,3.04
RB,Jaydon Blue (41371389),Jaydon Blue,41371389,RB/FLEX,4300,DAL@NYG 01/04/2026 01:00PM ET,DAL,2
TE,Jake Ferguson (41372207),Jake Ferguson,41372207,TE/FLEX,4300,DAL@NYG 01/04/2026 01:00PM ET,DAL,11.79
RB,Jeremy McNichols (41371387),Jeremy McNichols,41371387,RB/FLEX,4300,WAS@PHI 01/04/2026 04:25PM ET,WAS,4.48
TE,Juwan Johnson (41372209),Juwan Johnson,41372209,TE/FLEX,4200,NO@ATL 01/04/2026 01:00PM ET,NO,10.86
RB,Khalil Herbert (41371403),Khalil Herbert,41371403,RB/FLEX,4200,NYJ@BUF 01/04/2026 04:25PM ET,NYJ,0.17
WR,Adonai Mitchell (41371717),Adonai Mitchell,41371717,WR/FLEX,4200,NYJ@BUF 01/04/2026 04:25PM ET,NYJ,6.13
RB,Trayveon Williams (41371401),Trayveon Williams,41371401,RB/FLEX,4200,CLE@CIN 01/04/2026 01:00PM ET,CLE,2.35
WR,Josh Downs (41371715),Josh Downs,41371715,WR/FLEX,4200,IND@HOU 01/04/2026 01:00PM ET,IND,8.52
RB,Ronnie Rivers (41371399),Ronnie Rivers,41371399,RB/FLEX,4200,ARI@LAR 01/04/2026 04:25PM ET,LAR,0.46
QB,Geno Smith (41371186),Geno Smith,41371186,QB,4200,KC@LV 01/04/2026 04:25PM ET,LV,12.99
QB,Kenny Pickett (41371187),Kenny Pickett,41371187,QB,4200,KC@LV 01/04/2026 04:25PM ET,LV,2.14
QB,Aidan O'Connell (41371188),Aidan O'Connell,41371188,QB,4200,KC@LV 01/04/2026 04:25PM ET,LV,0
RB,Brashard Smith (41371397),Brashard Smith,41371397,RB/FLEX,4200,KC@LV 01/04/2026 04:25PM ET,KC,3.47
QB,Max Brosmer (41371185),Max Brosmer,41371185,QB,4200,GB@MIN 01/04/2026 01:00PM ET,MIN,1.32
RB,Jaylen Wright (41371395),Jaylen Wright,41371395,RB/FLEX,4200,MIA@NE 01/04/2026 04:25PM ET,MIA,5.24
RB,Rasheen Ali (41371405),Rasheen Ali,41371405,RB/FLEX,4200,BAL@PIT 01/04/2026 08:20PM ET,BAL,1.73
TE,Dalton Kincaid (41372211),Dalton Kincaid,41372211,TE/FLEX,4100,NYJ@BUF 01/04/2026 04:25PM ET,BUF,11.3
WR,Jerry Jeudy (41371721),Jerry Jeudy,41371721,WR/FLEX,4100,CLE@CIN 01/04/2026 01:00PM ET,CLE,7.34
QB,Jarrett Stidham (41371189),Jarrett Stidham,41371189,QB,4100,LAC@DEN 01/04/2026 04:25PM ET,DEN,-0.1
RB,Jaret Patterson (41371409),Jaret Patterson,41371409,RB/FLEX,4100,LAC@DEN 01/04/2026 04:25PM ET,LAC,3.8
RB,DeeJay Dallas (41371407),DeeJay Dallas,41371407,RB/FLEX,4100,TEN@JAX 01/04/2026 01:00PM ET,JAX,0.42
WR,Darius Slayton (41371719),Darius Slayton,41371719,WR/FLEX,4100,DAL@NYG 01/04/2026 01:00PM ET,NYG,6.95
QB,Cooper Rush (41371190),Cooper Rush,41371190,QB,4100,BAL@PIT 01/04/2026 08:20PM ET,BAL,1.68
QB,Cam Miller (41371216),Cam Miller,41371216,QB,4000,MIA@NE 01/04/2026 04:25PM ET,MIA,0
QB,Spencer Rattler (41371245),Spencer Rattler,41371245,QB,4000,NO@ATL 01/04/2026 01:00PM ET,NO,11.79
QB,Jake Haener (41371246),Jake Haener,41371246,QB,4000,NO@ATL 01/04/2026 01:00PM ET,NO,0
QB,Easton Stick (41371247),Easton Stick,41371247,QB,4000,NO@ATL 01/04/2026 01:00PM ET,ATL,0
QB,Michael Penix Jr. (41371248),Michael Penix Jr.,41371248,QB,4000,NO@ATL 01/04/2026 01:00PM ET,ATL,14.25
QB,Emory Jones (41371249),Emory Jones,41371249,QB,4000,NO@ATL 01/04/2026 01:00PM ET,ATL,0
QB,Kyle Trask (41371250),Kyle Trask,41371250,QB,4000,NO@ATL 01/04/2026 01:00PM ET,ATL,0
RB,Devin Neal (41371605),Devin Neal,41371605,RB/FLEX,4000,NO@ATL 01/04/2026 01:00PM ET,NO,6
RB,Kendre Miller (41371607),Kendre Miller,41371607,RB/FLEX,4000,NO@ATL 01/04/2026 01:00PM ET,NO,4.76
RB,Nyheim Miller-Hines (41371609),Nyheim Miller-Hines,41371609,RB/FLEX,4000,NO@ATL 01/04/2026 01:00PM ET,NO,-0.07
RB,Nathan Carter (41371611),Nathan Carter,41371611,RB/FLEX,4000,NO@ATL 01/04/2026 01:00PM ET,ATL,0.83
RB,Carlos Washington Jr. (41371613),Carlos Washington Jr.,41371613,RB/FLEX,4000,NO@ATL 01/04/2026 01:00PM ET,ATL,0
